,race,position,number,Driver,original_team_name,laps,secs,points,year
2986,"Shanghai International Circuit, Shanghai",17,20,MAG,Renault,55,+1 lap,0,2016
2987,"Shanghai International Circuit, Shanghai",18,94,WEH,MRT Mercedes,55,+1 lap,0,2016
2988,"Shanghai International Circuit, Shanghai",19,8,GRO,Haas Ferrari,55,+1 lap,0,2016
2989,"Shanghai International Circuit, Shanghai",20,12,NAS,Sauber Ferrari,55,+1 lap,0,2016
2990,"Shanghai International Circuit, Shanghai",21,88,HAR,MRT Mercedes,55,+1 lap,0,2016
2991,"Shanghai International Circuit, Shanghai",22,30,PAL,Renault,55,+1 lap,0,2016
2992,"Sochi Autodrom, Sochi",1,6,ROS,Mercedes,53,32:42.0,25,2016
2993,"Sochi Autodrom, Sochi",2,44,HAM,Mercedes,53,+25.022s,18,2016
2994,"Sochi Autodrom, Sochi",3,7,RAI,Ferrari,53,+31.998s,15,2016
2995,"Sochi Autodrom, Sochi",4,77,BOT,Williams Mercedes,53,+50.217s,12,2016
2996,"Sochi Autodrom, Sochi",5,19,MAS,Williams Mercedes,53,+74.427s,10,2016
2997,"Sochi Autodrom, Sochi",6,14,ALO,McLaren Honda,52,+1 lap,8,2016
2998,"Sochi Autodrom, Sochi",7,20,MAG,Renault,52,+1 lap,6,2016
2999,"Sochi Autodrom, Sochi",8,8,GRO,Haas Ferrari,52,+1 lap,4,2016
3000,"Sochi Autodrom, Sochi",9,11,PER,Force India Mercedes,52,+1 lap,2,2016
3001,"Sochi Autodrom, Sochi",10,22,BUT,McLaren Honda,52,+1 lap,1,2016
3002,"Sochi Autodrom, Sochi",11,3,RIC,Red Bull Racing TAG Heuer,52,+1 lap,0,2016
3003,"Sochi Autodrom, Sochi",12,55,SAI,Toro Rosso Ferrari,52,+1 lap,0,2016
3004,"Sochi Autodrom, Sochi",13,30,PAL,Renault,52,+1 lap,0,2016
3005,"Sochi Autodrom, Sochi",14,9,ERI,Sauber Ferrari,52,+1 lap,0,2016
3006,"Sochi Autodrom, Sochi",15,26,KVY,Red Bull Racing TAG Heuer,52,+1 lap,0,2016
3007,"Sochi Autodrom, Sochi",16,12,NAS,Sauber Ferrari,52,+1 lap,0,2016
3008,"Sochi Autodrom, Sochi",17,21,GUT,Haas Ferrari,52,+1 lap,0,2016
3009,"Sochi Autodrom, Sochi",18,94,WEH,MRT Mercedes,51,+2 laps,0,2016
3010,"Sochi Autodrom, Sochi",NC,33,VER,Toro Rosso Ferrari,33,DNF,0,2016
3011,"Sochi Autodrom, Sochi",NC,5,VET,Ferrari,0,DNF,0,2016
3012,"Sochi Autodrom, Sochi",NC,27,HUL,Force India Mercedes,0,DNF,0,2016
3013,"Sochi Autodrom, Sochi",NC,88,HAR,MRT Mercedes,0,DNF,0,2016
3014,"Circuit de Barcelona-Catalunya, Catalunya",1,33,VER,Red Bull Racing TAG Heuer,66,41:40.0,25,2016
3015,"Circuit de Barcelona-Catalunya, Catalunya",2,7,RAI,Ferrari,66,+0.616s,18,2016
3016,"Circuit de Barcelona-Catalunya, Catalunya",3,5,VET,Ferrari,66,+5.581s,15,2016
3017,"Circuit de Barcelona-Catalunya, Catalunya",4,3,RIC,Red Bull Racing TAG Heuer,66,+43.950s,12,2016
3018,"Circuit de Barcelona-Catalunya, Catalunya",5,77,BOT,Williams Mercedes,66,+45.271s,10,2016
3019,"Circuit de Barcelona-Catalunya, Catalunya",6,55,SAI,Toro Rosso Ferrari,66,+61.395s,8,2016
3020,"Circuit de Barcelona-Catalunya, Catalunya",7,11,PER,Force India Mercedes,66,+79.538s,6,2016
3021,"Circuit de Barcelona-Catalunya, Catalunya",8,19,MAS,Williams Mercedes,66,+80.707s,4,2016
3022,"Circuit de Barcelona-Catalunya, Catalunya",9,22,BUT,McLaren Honda,65,+1 lap,2,2016
3023,"Circuit de Barcelona-Catalunya, Catalunya",10,26,KVY,Toro Rosso Ferrari,65,+1 lap,1,2016
3024,"Circuit de Barcelona-Catalunya, Catalunya",11,21,GUT,Haas Ferrari,65,+1 lap,0,2016
3025,"Circuit de Barcelona-Catalunya, Catalunya",12,9,ERI,Sauber Ferrari,65,+1 lap,0,2016
3026,"Circuit de Barcelona-Catalunya, Catalunya",13,30,PAL,Renault,65,+1 lap,0,2016
3027,"Circuit de Barcelona-Catalunya, Catalunya",14,12,NAS,Sauber Ferrari,65,+1 lap,0,2016
3028,"Circuit de Barcelona-Catalunya, Catalunya",15,20,MAG,Renault,65,+1 lap,0,2016
3029,"Circuit de Barcelona-Catalunya, Catalunya",16,94,WEH,MRT Mercedes,65,+1 lap,0,2016
3030,"Circuit de Barcelona-Catalunya, Catalunya",17,88,HAR,MRT Mercedes,65,+1 lap,0,2016
3031,"Circuit de Barcelona-Catalunya, Catalunya",NC,8,GRO,Haas Ferrari,56,DNF,0,2016
3032,"Circuit de Barcelona-Catalunya, Catalunya",NC,14,ALO,McLaren Honda,45,DNF,0,2016
3033,"Circuit de Barcelona-Catalunya, Catalunya",NC,27,HUL,Force India Mercedes,20,DNF,0,2016
3034,"Circuit de Barcelona-Catalunya, Catalunya",NC,44,HAM,Mercedes,0,DNF,0,2016
3035,"Circuit de Barcelona-Catalunya, Catalunya",NC,6,ROS,Mercedes,0,DNF,0,2016
3036,"Circuit de Monaco, Monte Carlo",1,44,HAM,Mercedes,78,59:29.1,25,2016
3037,"Circuit de Monaco, Monte Carlo",2,3,RIC,Red Bull Racing TAG Heuer,78,+7.252s,18,2016
3038,"Circuit de Monaco, Monte Carlo",3,11,PER,Force India Mercedes,78,+13.825s,15,2016
3039,"Circuit de Monaco, Monte Carlo",4,5,VET,Ferrari,78,+15.846s,12,2016
3040,"Circuit de Monaco, Monte Carlo",5,14,ALO,McLaren Honda,78,+85.076s,10,2016
3041,"Circuit de Monaco, Monte Carlo",6,27,HUL,Force India Mercedes,78,+92.999s,8,2016
3042,"Circuit de Monaco, Monte Carlo",7,6,ROS,Mercedes,78,+93.290s,6,2016
3043,"Circuit de Monaco, Monte Carlo",8,55,SAI,Toro Rosso Ferrari,77,+1 lap,4,2016
3044,"Circuit de Monaco, Monte Carlo",9,22,BUT,McLaren Honda,77,+1 lap,2,2016
3045,"Circuit de Monaco, Monte Carlo",10,19,MAS,Williams Mercedes,77,+1 lap,1,2016
3046,"Circuit de Monaco, Monte Carlo",11,21,GUT,Haas Ferrari,77,+1 lap,0,2016
3047,"Circuit de Monaco, Monte Carlo",12,77,BOT,Williams Mercedes,77,+1 lap,0,2016
3048,"Circuit de Monaco, Monte Carlo",13,8,GRO,Haas Ferrari,76,+2 laps,0,2016
3049,"Circuit de Monaco, Monte Carlo",14,94,WEH,MRT Mercedes,76,+2 laps,0,2016
3050,"Circuit de Monaco, Monte Carlo",15,88,HAR,MRT Mercedes,74,+4 laps,0,2016
3051,"Circuit de Monaco, Monte Carlo",NC,9,ERI,Sauber Ferrari,51,DNF,0,2016
3052,"Circuit de Monaco, Monte Carlo",NC,12,NAS,Sauber Ferrari,48,DNF,0,2016
3053,"Circuit de Monaco, Monte Carlo",NC,33,VER,Red Bull Racing TAG Heuer,34,DNF,0,2016
3054,"Circuit de Monaco, Monte Carlo",NC,20,MAG,Renault,32,DNF,0,2016
3055,"Circuit de Monaco, Monte Carlo",NC,26,KVY,Toro Rosso Ferrari,18,DNF,0,2016
3056,"Circuit de Monaco, Monte Carlo",NC,7,RAI,Ferrari,10,DNF,0,2016
3057,"Circuit de Monaco, Monte Carlo",NC,30,PAL,Renault,7,DNF,0,2016
3058,"Circuit Gilles-Villeneuve, Montreal",1,44,HAM,Mercedes,70,31:05.3,25,2016
3059,"Circuit Gilles-Villeneuve, Montreal",2,5,VET,Ferrari,70,+5.011s,18,2016
3060,"Circuit Gilles-Villeneuve, Montreal",3,77,BOT,Williams Mercedes,70,+46.422s,15,2016
3061,"Circuit Gilles-Villeneuve, Montreal",4,33,VER,Red Bull Racing TAG Heuer,70,+53.020s,12,2016
3062,"Circuit Gilles-Villeneuve, Montreal",5,6,ROS,Mercedes,70,+62.093s,10,2016
3063,"Circuit Gilles-Villeneuve, Montreal",6,7,RAI,Ferrari,70,+63.017s,8,2016
3064,"Circuit Gilles-Villeneuve, Montreal",7,3,RIC,Red Bull Racing TAG Heuer,70,+63.634s,6,2016
3065,"Circuit Gilles-Villeneuve, Montreal",8,27,HUL,Force India Mercedes,69,+1 lap,4,2016
3066,"Circuit Gilles-Villeneuve, Montreal",9,55,SAI,Toro Rosso Ferrari,69,+1 lap,2,2016
3067,"Circuit Gilles-Villeneuve, Montreal",10,11,PER,Force India Mercedes,69,+1 lap,1,2016
3068,"Circuit Gilles-Villeneuve, Montreal",11,14,ALO,McLaren Honda,69,+1 lap,0,2016
3069,"Circuit Gilles-Villeneuve, Montreal",12,26,KVY,Toro Rosso Ferrari,69,+1 lap,0,2016
3070,"Circuit Gilles-Villeneuve, Montreal",13,21,GUT,Haas Ferrari,68,+2 laps,0,2016
3071,"Circuit Gilles-Villeneuve, Montreal",14,8,GRO,Haas Ferrari,68,+2 laps,0,2016
3072,"Circuit Gilles-Villeneuve, Montreal",15,9,ERI,Sauber Ferrari,68,+2 laps,0,2016
3073,"Circuit Gilles-Villeneuve, Montreal",16,20,MAG,Renault,68,+2 laps,0,2016
3074,"Circuit Gilles-Villeneuve, Montreal",17,94,WEH,MRT Mercedes,68,+2 laps,0,2016
3075,"Circuit Gilles-Villeneuve, Montreal",18,12,NAS,Sauber Ferrari,68,+2 laps,0,2016
3076,"Circuit Gilles-Villeneuve, Montreal",19,88,HAR,MRT Mercedes,68,+2 laps,0,2016
3077,"Circuit Gilles-Villeneuve, Montreal",NC,19,MAS,Williams Mercedes,35,DNF,0,2016
3078,"Circuit Gilles-Villeneuve, Montreal",NC,30,PAL,Renault,16,DNF,0,2016
3079,"Circuit Gilles-Villeneuve, Montreal",NC,22,BUT,McLaren Honda,9,DNF,0,2016
3080,"Baku City Circuit, Baku",1,6,ROS,Mercedes,51,32:52.4,25,2016
3081,"Baku City Circuit, Baku",2,5,VET,Ferrari,51,+16.696s,18,2016
3082,"Baku City Circuit, Baku",3,11,PER,Force India Mercedes,51,+25.241s,15,2016
3083,"Baku City Circuit, Baku",4,7,RAI,Ferrari,51,+33.102s,12,2016
3084,"Baku City Circuit, Baku",5,44,HAM,Mercedes,51,+56.335s,10,2016
3085,"Baku City Circuit, Baku",6,77,BOT,Williams Mercedes,51,+60.886s,8,2016
3086,"Baku City Circuit, Baku",7,3,RIC,Red Bull Racing TAG Heuer,51,+69.229s,6,2016
3087,"Baku City Circuit, Baku",8,33,VER,Red Bull Racing TAG Heuer,51,+70.696s,4,2016
3088,"Baku City Circuit, Baku",9,27,HUL,Force India Mercedes,51,+77.708s,2,2016
3089,"Baku City Circuit, Baku",10,19,MAS,Williams Mercedes,51,+85.375s,1,2016
3090,"Baku City Circuit, Baku",11,22,BUT,McLaren Honda,51,+104.817s,0,2016
3091,"Baku City Circuit, Baku",12,12,NAS,Sauber Ferrari,50,+1 lap,0,2016
3092,"Baku City Circuit, Baku",13,8,GRO,Haas Ferrari,50,+1 lap,0,2016
3093,"Baku City Circuit, Baku",14,20,MAG,Renault,50,+1 lap,0,2016
3094,"Baku City Circuit, Baku",15,30,PAL,Renault,50,+1 lap,0,2016
3095,"Baku City Circuit, Baku",16,21,GUT,Haas Ferrari,50,+1 lap,0,2016
3096,"Baku City Circuit, Baku",17,9,ERI,Sauber Ferrari,50,+1 lap,0,2016
3097,"Baku City Circuit, Baku",18,88,HAR,MRT Mercedes,49,+2 laps,0,2016
3098,"Baku City Circuit, Baku",NC,14,ALO,McLaren Honda,42,DNF,0,2016
3099,"Baku City Circuit, Baku",NC,94,WEH,MRT Mercedes,39,DNF,0,2016
3100,"Baku City Circuit, Baku",NC,55,SAI,Toro Rosso Ferrari,31,DNF,0,2016
3101,"Baku City Circuit, Baku",NC,26,KVY,Toro Rosso Ferrari,6,DNF,0,2016
3102,"Red Bull Ring, Spielberg",1,44,HAM,Mercedes,71,27:38.1,25,2016
3103,"Red Bull Ring, Spielberg",2,33,VER,Red Bull Racing TAG Heuer,71,+5.719s,18,2016
3104,"Red Bull Ring, Spielberg",3,7,RAI,Ferrari,71,+6.024s,15,2016
3105,"Red Bull Ring, Spielberg",4,6,ROS,Mercedes,71,+26.710s,12,2016
3106,"Red Bull Ring, Spielberg",5,3,RIC,Red Bull Racing TAG Heuer,71,+30.981s,10,2016
3107,"Red Bull Ring, Spielberg",6,22,BUT,McLaren Honda,71,+37.706s,8,2016
3108,"Red Bull Ring, Spielberg",7,8,GRO,Haas Ferrari,71,+44.668s,6,2016
3109,"Red Bull Ring, Spielberg",8,55,SAI,Toro Rosso Ferrari,71,+47.400s,4,2016
3110,"Red Bull Ring, Spielberg",9,77,BOT,Williams Mercedes,70,+1 lap,2,2016
3111,"Red Bull Ring, Spielberg",10,94,WEH,MRT Mercedes,70,+1 lap,1,2016
3112,"Red Bull Ring, Spielberg",11,21,GUT,Haas Ferrari,70,+1 lap,0,2016
3113,"Red Bull Ring, Spielberg",12,30,PAL,Renault,70,+1 lap,0,2016
3114,"Red Bull Ring, Spielberg",13,12,NAS,Sauber Ferrari,70,+1 lap,0,2016
3115,"Red Bull Ring, Spielberg",14,20,MAG,Renault,70,+1 lap,0,2016
3116,"Red Bull Ring, Spielberg",15,9,ERI,Sauber Ferrari,70,+1 lap,0,2016
3117,"Red Bull Ring, Spielberg",16,88,HAR,MRT Mercedes,70,+1 lap,0,2016
3118,"Red Bull Ring, Spielberg",17,11,PER,Force India Mercedes,69,DNF,0,2016
3119,"Red Bull Ring, Spielberg",18,14,ALO,McLaren Honda,64,DNF,0,2016
3120,"Red Bull Ring, Spielberg",19,27,HUL,Force India Mercedes,64,DNF,0,2016
3121,"Red Bull Ring, Spielberg",20,19,MAS,Williams Mercedes,63,DNF,0,2016
3122,"Red Bull Ring, Spielberg",NC,5,VET,Ferrari,26,DNF,0,2016
3123,"Red Bull Ring, Spielberg",NC,26,KVY,Toro Rosso Ferrari,2,DNF,0,2016
3124,"Silverstone Circuit, Silverstone",1,44,HAM,Mercedes,52,34:55.8,25,2016
3125,"Silverstone Circuit, Silverstone",2,33,VER,Red Bull Racing TAG Heuer,52,+8.250s,18,2016
3126,"Silverstone Circuit, Silverstone",3,6,ROS,Mercedes,52,+16.911s,15,2016
3127,"Silverstone Circuit, Silverstone",4,3,RIC,Red Bull Racing TAG Heuer,52,+26.211s,12,2016
3128,"Silverstone Circuit, Silverstone",5,7,RAI,Ferrari,52,+69.743s,10,2016
3129,"Silverstone Circuit, Silverstone",6,11,PER,Force India Mercedes,52,+76.941s,8,2016
3130,"Silverstone Circuit, Silverstone",7,27,HUL,Force India Mercedes,52,+77.712s,6,2016
3131,"Silverstone Circuit, Silverstone",8,55,SAI,Toro Rosso Ferrari,52,+85.858s,4,2016
3132,"Silverstone Circuit, Silverstone",9,5,VET,Ferrari,52,+91.654s,2,2016
3133,"Silverstone Circuit, Silverstone",10,26,KVY,Toro Rosso Ferrari,52,+92.600s,1,2016
3134,"Silverstone Circuit, Silverstone",11,19,MAS,Williams Mercedes,51,+1 lap,0,2016
3135,"Silverstone Circuit, Silverstone",12,22,BUT,McLaren Honda,51,+1 lap,0,2016
3136,"Silverstone Circuit, Silverstone",13,14,ALO,McLaren Honda,51,+1 lap,0,2016
3137,"Silverstone Circuit, Silverstone",14,77,BOT,Williams Mercedes,51,+1 lap,0,2016
3138,"Silverstone Circuit, Silverstone",15,12,NAS,Sauber Ferrari,51,+1 lap,0,2016
3139,"Silverstone Circuit, Silverstone",16,21,GUT,Haas Ferrari,51,+1 lap,0,2016
3140,"Silverstone Circuit, Silverstone",17,20,MAG,Renault,49,DNF,0,2016
3141,"Silverstone Circuit, Silverstone",NC,30,PAL,Renault,37,DNF,0,2016
3142,"Silverstone Circuit, Silverstone",NC,88,HAR,MRT Mercedes,24,DNF,0,2016
3143,"Silverstone Circuit, Silverstone",NC,8,GRO,Haas Ferrari,17,DNF,0,2016
3144,"Silverstone Circuit, Silverstone",NC,9,ERI,Sauber Ferrari,11,DNF,0,2016
3145,"Silverstone Circuit, Silverstone",NC,94,WEH,MRT Mercedes,6,DNF,0,2016
3146,"Hungaroring, Budapest",1,44,HAM,Mercedes,70,40:30.1,25,2016
3147,"Hungaroring, Budapest",2,6,ROS,Mercedes,70,+1.977s,18,2016
3148,"Hungaroring, Budapest",3,3,RIC,Red Bull Racing TAG Heuer,70,+27.539s,15,2016
3149,"Hungaroring, Budapest",4,5,VET,Ferrari,70,+28.213s,12,2016
3150,"Hungaroring, Budapest",5,33,VER,Red Bull Racing TAG Heuer,70,+48.659s,10,2016
3151,"Hungaroring, Budapest",6,7,RAI,Ferrari,70,+49.044s,8,2016
3152,"Hungaroring, Budapest",7,14,ALO,McLaren Honda,69,+1 lap,6,2016
3153,"Hungaroring, Budapest",8,55,SAI,Toro Rosso Ferrari,69,+1 lap,4,2016
3154,"Hungaroring, Budapest",9,77,BOT,Williams Mercedes,69,+1 lap,2,2016
3155,"Hungaroring, Budapest",10,27,HUL,Force India Mercedes,69,+1 lap,1,2016
3156,"Hungaroring, Budapest",11,11,PER,Force India Mercedes,69,+1 lap,0,2016
3157,"Hungaroring, Budapest",12,30,PAL,Renault,69,+1 lap,0,2016
3158,"Hungaroring, Budapest",13,21,GUT,Haas Ferrari,69,+1 lap,0,2016
3159,"Hungaroring, Budapest",14,8,GRO,Haas Ferrari,69,+1 lap,0,2016
3160,"Hungaroring, Budapest",15,20,MAG,Renault,69,+1 lap,0,2016
3161,"Hungaroring, Budapest",16,26,KVY,Toro Rosso Ferrari,69,+1 lap,0,2016
3162,"Hungaroring, Budapest",17,12,NAS,Sauber Ferrari,69,+1 lap,0,2016
3163,"Hungaroring, Budapest",18,19,MAS,Williams Mercedes,68,+2 laps,0,2016
3164,"Hungaroring, Budapest",19,94,WEH,MRT Mercedes,68,+2 laps,0,2016
3165,"Hungaroring, Budapest",20,9,ERI,Sauber Ferrari,68,+2 laps,0,2016
3166,"Hungaroring, Budapest",21,88,HAR,MRT Mercedes,68,+2 laps,0,2016
3167,"Hungaroring, Budapest",NC,22,BUT,McLaren Honda,60,DNF,0,2016
3168,"Hockenheimring, Hockenheim",1,44,HAM,Mercedes,67,30:44.2,25,2016
3169,"Hockenheimring, Hockenheim",2,3,RIC,Red Bull Racing TAG Heuer,67,+6.996s,18,2016
3170,"Hockenheimring, Hockenheim",3,33,VER,Red Bull Racing TAG Heuer,67,+13.413s,15,2016
3171,"Hockenheimring, Hockenheim",4,6,ROS,Mercedes,67,+15.845s,12,2016
3172,"Hockenheimring, Hockenheim",5,5,VET,Ferrari,67,+32.570s,10,2016
3173,"Hockenheimring, Hockenheim",6,7,RAI,Ferrari,67,+37.023s,8,2016
3174,"Hockenheimring, Hockenheim",7,27,HUL,Force India Mercedes,67,+70.049s,6,2016
3175,"Hockenheimring, Hockenheim",8,22,BUT,McLaren Honda,66,+1 lap,4,2016
3176,"Hockenheimring, Hockenheim",9,77,BOT,Williams Mercedes,66,+1 lap,2,2016
3177,"Hockenheimring, Hockenheim",10,11,PER,Force India Mercedes,66,+1 lap,1,2016
3178,"Hockenheimring, Hockenheim",11,21,GUT,Haas Ferrari,66,+1 lap,0,2016
3179,"Hockenheimring, Hockenheim",12,14,ALO,McLaren Honda,66,+1 lap,0,2016
3180,"Hockenheimring, Hockenheim",13,8,GRO,Haas Ferrari,66,+1 lap,0,2016
3181,"Hockenheimring, Hockenheim",14,55,SAI,Toro Rosso Ferrari,66,+1 lap,0,2016
3182,"Hockenheimring, Hockenheim",15,26,KVY,Toro Rosso Ferrari,66,+1 lap,0,2016
3183,"Hockenheimring, Hockenheim",16,20,MAG,Renault,66,+1 lap,0,2016
3184,"Hockenheimring, Hockenheim",17,94,WEH,MRT Mercedes,65,+2 laps,0,2016
3185,"Hockenheimring, Hockenheim",18,9,ERI,Sauber Ferrari,65,+2 laps,0,2016
3186,"Hockenheimring, Hockenheim",19,30,PAL,Renault,65,+2 laps,0,2016
3187,"Hockenheimring, Hockenheim",20,88,HAR,MRT Mercedes,65,+2 laps,0,2016
3188,"Hockenheimring, Hockenheim",NC,12,NAS,Sauber Ferrari,57,DNF,0,2016
3189,"Hockenheimring, Hockenheim",NC,19,MAS,Williams Mercedes,36,DNF,0,2016
3190,"Circuit de Spa-Francorchamps, Spa-Francorchamps",1,6,ROS,Mercedes,44,44:51.1,25,2016
3191,"Circuit de Spa-Francorchamps, Spa-Francorchamps",2,3,RIC,Red Bull Racing TAG Heuer,44,+14.113s,18,2016
3192,"Circuit de Spa-Francorchamps, Spa-Francorchamps",3,44,HAM,Mercedes,44,+27.634s,15,2016
3193,"Circuit de Spa-Francorchamps, Spa-Francorchamps",4,27,HUL,Force India Mercedes,44,+35.907s,12,2016
3194,"Circuit de Spa-Francorchamps, Spa-Francorchamps",5,11,PER,Force India Mercedes,44,+40.660s,10,2016
3195,"Circuit de Spa-Francorchamps, Spa-Francorchamps",6,5,VET,Ferrari,44,+45.394s,8,2016
3196,"Circuit de Spa-Francorchamps, Spa-Francorchamps",7,14,ALO,McLaren Honda,44,+59.445s,6,2016
3197,"Circuit de Spa-Francorchamps, Spa-Francorchamps",8,77,BOT,Williams Mercedes,44,+60.151s,4,2016
3198,"Circuit de Spa-Francorchamps, Spa-Francorchamps",9,7,RAI,Ferrari,44,+61.109s,2,2016
3199,"Circuit de Spa-Francorchamps, Spa-Francorchamps",10,19,MAS,Williams Mercedes,44,+65.873s,1,2016
3200,"Circuit de Spa-Francorchamps, Spa-Francorchamps",11,33,VER,Red Bull Racing TAG Heuer,44,+71.138s,0,2016
3201,"Circuit de Spa-Francorchamps, Spa-Francorchamps",12,21,GUT,Haas Ferrari,44,+73.877s,0,2016
3202,"Circuit de Spa-Francorchamps, Spa-Francorchamps",13,8,GRO,Haas Ferrari,44,+76.474s,0,2016
3203,"Circuit de Spa-Francorchamps, Spa-Francorchamps",14,26,KVY,Toro Rosso Ferrari,44,+87.097s,0,2016
3204,"Circuit de Spa-Francorchamps, Spa-Francorchamps",15,30,PAL,Renault,44,+93.165s,0,2016
3205,"Circuit de Spa-Francorchamps, Spa-Francorchamps",16,31,OCO,MRT Mercedes,43,+1 lap,0,2016
3206,"Circuit de Spa-Francorchamps, Spa-Francorchamps",17,12,NAS,Sauber Ferrari,43,+1 lap,0,2016
3207,"Circuit de Spa-Francorchamps, Spa-Francorchamps",NC,20,MAG,Renault,5,DNF,0,2016
3208,"Circuit de Spa-Francorchamps, Spa-Francorchamps",NC,9,ERI,Sauber Ferrari,3,DNF,0,2016
3209,"Circuit de Spa-Francorchamps, Spa-Francorchamps",NC,55,SAI,Toro Rosso Ferrari,1,DNF,0,2016
3210,"Circuit de Spa-Francorchamps, Spa-Francorchamps",NC,22,BUT,McLaren Honda,1,DNF,0,2016
3211,"Circuit de Spa-Francorchamps, Spa-Francorchamps",NC,94,WEH,MRT Mercedes,0,DNF,0,2016
3212,"Autodromo Nazionale Monza, Monza",1,6,ROS,Mercedes,53,17:28.1,25,2016
3213,"Autodromo Nazionale Monza, Monza",2,44,HAM,Mercedes,53,+15.070s,18,2016
3214,"Autodromo Nazionale Monza, Monza",3,5,VET,Ferrari,53,+20.990s,15,2016
3215,"Autodromo Nazionale Monza, Monza",4,7,RAI,Ferrari,53,+27.561s,12,2016
3216,"Autodromo Nazionale Monza, Monza",5,3,RIC,Red Bull Racing TAG Heuer,53,+45.295s,10,2016
3217,"Autodromo Nazionale Monza, Monza",6,77,BOT,Williams Mercedes,53,+51.015s,8,2016
3218,"Autodromo Nazionale Monza, Monza",7,33,VER,Red Bull Racing TAG Heuer,53,+54.236s,6,2016
3219,"Autodromo Nazionale Monza, Monza",8,11,PER,Force India Mercedes,53,+64.954s,4,2016
3220,"Autodromo Nazionale Monza, Monza",9,19,MAS,Williams Mercedes,53,+65.617s,2,2016
3221,"Autodromo Nazionale Monza, Monza",10,27,HUL,Force India Mercedes,53,+78.656s,1,2016
3222,"Autodromo Nazionale Monza, Monza",11,8,GRO,Haas Ferrari,52,+1 lap,0,2016
3223,"Autodromo Nazionale Monza, Monza",12,22,BUT,McLaren Honda,52,+1 lap,0,2016
3224,"Autodromo Nazionale Monza, Monza",13,21,GUT,Haas Ferrari,52,+1 lap,0,2016
3225,"Autodromo Nazionale Monza, Monza",14,14,ALO,McLaren Honda,52,+1 lap,0,2016
3226,"Autodromo Nazionale Monza, Monza",15,55,SAI,Toro Rosso Ferrari,52,+1 lap,0,2016
3227,"Autodromo Nazionale Monza, Monza",16,9,ERI,Sauber Ferrari,52,+1 lap,0,2016
3228,"Autodromo Nazionale Monza, Monza",17,20,MAG,Renault,52,+1 lap,0,2016
3229,"Autodromo Nazionale Monza, Monza",18,31,OCO,MRT Mercedes,51,+2 laps,0,2016
3230,"Autodromo Nazionale Monza, Monza",NC,26,KVY,Toro Rosso Ferrari,36,DNF,0,2016
3231,"Autodromo Nazionale Monza, Monza",NC,94,WEH,MRT Mercedes,26,DNF,0,2016
3232,"Autodromo Nazionale Monza, Monza",NC,30,PAL,Renault,7,DNF,0,2016
3233,"Autodromo Nazionale Monza, Monza",NC,12,NAS,Sauber Ferrari,6,DNF,0,2016
3234,"Marina Bay Street Circuit, Singapore",1,6,ROS,Mercedes,61,55:49.0,25,2016
3235,"Marina Bay Street Circuit, Singapore",2,3,RIC,Red Bull Racing TAG Heuer,61,+0.488s,18,2016
3236,"Marina Bay Street Circuit, Singapore",3,44,HAM,Mercedes,61,+8.038s,15,2016
3237,"Marina Bay Street Circuit, Singapore",4,7,RAI,Ferrari,61,+10.219s,12,2016
3238,"Marina Bay Street Circuit, Singapore",5,5,VET,Ferrari,61,+27.694s,10,2016
3239,"Marina Bay Street Circuit, Singapore",6,33,VER,Red Bull Racing TAG Heuer,61,+71.197s,8,2016
3240,"Marina Bay Street Circuit, Singapore",7,14,ALO,McLaren Honda,61,+89.198s,6,2016
3241,"Marina Bay Street Circuit, Singapore",8,11,PER,Force India Mercedes,61,+111.062s,4,2016
3242,"Marina Bay Street Circuit, Singapore",9,26,KVY,Toro Rosso Ferrari,61,+111.557s,2,2016
3243,"Marina Bay Street Circuit, Singapore",10,20,MAG,Renault,61,+119.952s,1,2016
3244,"Marina Bay Street Circuit, Singapore",11,21,GUT,Haas Ferrari,60,+1 lap,0,2016
3245,"Marina Bay Street Circuit, Singapore",12,19,MAS,Williams Mercedes,60,+1 lap,0,2016
3246,"Marina Bay Street Circuit, Singapore",13,12,NAS,Sauber Ferrari,60,+1 lap,0,2016
3247,"Marina Bay Street Circuit, Singapore",14,55,SAI,Toro Rosso Ferrari,60,+1 lap,0,2016
3248,"Marina Bay Street Circuit, Singapore",15,30,PAL,Renault,60,+1 lap,0,2016
3249,"Marina Bay Street Circuit, Singapore",16,94,WEH,MRT Mercedes,60,+1 lap,0,2016
3250,"Marina Bay Street Circuit, Singapore",17,9,ERI,Sauber Ferrari,60,+1 lap,0,2016
3251,"Marina Bay Street Circuit, Singapore",18,31,OCO,MRT Mercedes,59,+2 laps,0,2016
3252,"Marina Bay Street Circuit, Singapore",NC,22,BUT,McLaren Honda,43,DNF,0,2016
3253,"Marina Bay Street Circuit, Singapore",NC,77,BOT,Williams Mercedes,35,DNF,0,2016
3254,"Marina Bay Street Circuit, Singapore",NC,27,HUL,Force India Mercedes,0,DNF,0,2016
